"depDate","queryDate","depCity","arrCity","dep_time","arrDate","arr_time","dep_port","arr_port","aircompany","flight","plane","flight_actual","stopby","acurate","food","price","Discount","transfer"
2016-03-14,2015-03-14,"北京","广州","07:15","2016-03-14","10:35","首都机场","白云机场","海航","海航HU7807","空客330(宽)",NA,NA,"93%","有餐食",1895,"全价","无"
2016-03-14,2015-03-14,"北京","广州","07:20","2016-03-14","10:40","首都机场","白云机场","东航","东航MU5181","空客330(宽)",NA,NA,"94%","有餐食",1180,"6.2折","无"
2016-03-14,2015-03-14,"北京","广州","08:30","2016-03-14","11:45","首都机场","白云机场","厦航","厦航MF1010","空客321(中)","南航CZ3108",NA,"90%","有餐食",1789,"9.4折","无"
2016-03-14,2015-03-14,"北京","广州","08:30","2016-03-14","11:45","首都机场","白云机场","南航","南航CZ3108","空客321(中)",NA,NA,"90%","有餐食",1810,"9.5折","无"
2016-03-14,2015-03-14,"北京","广州","08:30","2016-03-14","11:45","首都机场","白云机场","东航","东航MU3035","空客321(中)","南航CZ3108",NA,"90%","有餐食",1814,"9.5折","无"
2016-03-14,2015-03-14,"北京","广州","08:50","2016-03-14","12:10","南苑机场","白云机场","联航","联航KN5815","波音737(中)",NA,NA,"94%",NA,1096,"5.7折","无"
2016-03-14,2015-03-14,"北京","广州","08:50","2016-03-14","12:10","南苑机场","白云机场","东航","东航MU3781","波音737(中)","联航KN5815",NA,"94%",NA,1314,"6.9折","无"
2016-03-14,2015-03-14,"北京","广州","09:05","2016-03-14","12:20","首都机场","白云机场","海航","海航HU7805","空客330(宽)",NA,NA,"84%","有餐食",1097,"5.7折","无"
2016-03-14,2015-03-14,"北京","广州","09:30","2016-03-14","12:50","首都机场","白云机场","厦航","厦航MF1000","空客380(大)","南航CZ3000",NA,"89%","有餐食",1775,"9.3折","无"
2016-03-14,2015-03-14,"北京","广州","09:30","2016-03-14","12:50","首都机场","白云机场","南航","南航CZ3000","空客380(大)",NA,NA,"89%","有餐食",1810,"9.5折","无"
2016-03-14,2015-03-14,"北京","广州","09:30","2016-03-14","12:50","首都机场","白云机场","东航","东航MU3019","空客380(大)","南航CZ3000",NA,"89%","有餐食",1814,"9.5折","无"
2016-03-14,2015-03-14,"北京","广州","09:40","2016-03-14","13:00","南苑机场","白云机场","联航","联航KN5817","其他机型",NA,NA,"82%",NA,1084,"5.7折","无"
2016-03-14,2015-03-14,"北京","广州","09:40","2016-03-14","13:00","南苑机场","白云机场","东航","东航MU3783","其他机型","联航KN5817",NA,"82%",NA,1314,"6.9折","无"
2016-03-14,2015-03-14,"北京","广州","10:30","2016-03-14","13:45","首都机场","白云机场","厦航","厦航MF1014","空客330(宽)","南航CZ3112",NA,"87%","有餐食",1789,"9.4折","无"
2016-03-14,2015-03-14,"北京","广州","10:30","2016-03-14","13:45","首都机场","白云机场","南航","南航CZ3112","空客330(宽)",NA,NA,"87%","有餐食",1810,"9.5折","无"
2016-03-14,2015-03-14,"北京","广州","10:30","2016-03-14","13:45","首都机场","白云机场","东航","东航MU3041","空客330(宽)","南航CZ3112",NA,"87%","有餐食",1814,"9.5折","无"
2016-03-14,2015-03-14,"北京","广州","11:30","2016-03-14","14:55","首都机场","白云机场","厦航","厦航MF1018","波音787(大)","南航CZ3116",NA,"94%","有餐食",1780,"9.3折","无"
2016-03-14,2015-03-14,"北京","广州","11:30","2016-03-14","14:55","首都机场","白云机场","南航","南航CZ3116","波音787(大)",NA,NA,"94%","有餐食",1810,"9.5折","无"
2016-03-14,2015-03-14,"北京","广州","11:30","2016-03-14","14:55","首都机场","白云机场","东航","东航MU3045","波音787(大)","南航CZ3116",NA,"94%","有餐食",1814,"9.5折","无"
2016-03-14,2015-03-14,"北京","广州","12:30","2016-03-14","15:55","首都机场","白云机场","厦航","厦航MF1004","空客330(宽)","南航CZ3102",NA,"99%","有餐食",1789,"9.4折","无"
2016-03-14,2015-03-14,"北京","广州","12:30","2016-03-14","15:55","首都机场","白云机场","南航","南航CZ3102","空客330(宽)",NA,NA,"99%","有餐食",1810,"9.5折","无"
2016-03-14,2015-03-14,"北京","广州","12:30","2016-03-14","15:55","首都机场","白云机场","东航","东航MU3029","空客330(宽)","南航CZ3102",NA,"99%","有餐食",1814,"9.5折","无"
2016-03-14,2015-03-14,"北京","广州","12:40","2016-03-14","16:00","南苑机场","白云机场","联航","联航KN5819","其他机型",NA,NA,"88%",NA,1225,"6.4折","无"
2016-03-14,2015-03-14,"北京","广州","12:40","2016-03-14","16:00","南苑机场","白云机场","东航","东航MU3785","其他机型","联航KN5819",NA,"88%",NA,1314,"6.9折","无"
2016-03-14,2015-03-14,"北京","广州","13:30","2016-03-14","16:50","首都机场","白云机场","厦航","厦航MF1008","波音777(大)","南航CZ3106",NA,"98%","有餐食",1775,"9.3折","无"
2016-03-14,2015-03-14,"北京","广州","13:30","2016-03-14","16:50","首都机场","白云机场","南航","南航CZ3106","波音777(大)",NA,NA,"98%","有餐食",1810,"9.5折","无"
2016-03-14,2015-03-14,"北京","广州","13:30","2016-03-14","16:50","首都机场","白云机场","东航","东航MU3033","波音777(大)","南航CZ3106",NA,"98%","有餐食",1814,"9.5折","无"
2016-03-14,2015-03-14,"北京","广州","14:30","2016-03-14","17:50","首都机场","白云机场","厦航","厦航MF1060","空客321(中)","南航CZ3162",NA,"97%","有餐食",1789,"9.4折","无"
2016-03-14,2015-03-14,"北京","广州","14:30","2016-03-14","17:50","首都机场","白云机场","南航","南航CZ3162","空客321(中)",NA,NA,"97%","有餐食",1810,"9.5折","无"
2016-03-14,2015-03-14,"北京","广州","14:30","2016-03-14","17:50","首都机场","白云机场","东航","东航MU3049","空客321(中)","南航CZ3162",NA,"97%","有餐食",1814,"9.5折","无"
2016-03-14,2015-03-14,"北京","上海","06:35","2016-03-14","08:45","首都机场","虹桥机场","吉祥航","吉祥航HO1252","空客321(中)",NA,NA,"94%","有餐食",694,"5.6折","无"
2016-03-14,2015-03-14,"北京","上海","06:35","2016-03-14","08:45","首都机场","虹桥机场","东航","东航MU3926","空客321(中)","吉祥航HO1252",NA,"94%","有餐食",852,"6.9折","无"
2016-03-14,2015-03-14,"北京","上海","06:50","2016-03-14","09:00","首都机场","虹桥机场","厦航","厦航MF4062","空客321(中)","南航CZ6412",NA,"93%","有餐食",939,"7.6折","无"
2016-03-14,2015-03-14,"北京","上海","06:50","2016-03-14","09:00","首都机场","虹桥机场","南航","南航CZ6412","空客321(中)",NA,NA,"93%","有餐食",960,"7.7折","无"
2016-03-14,2015-03-14,"北京","上海","06:50","2016-03-14","09:00","首都机场","虹桥机场","东航","东航MU4566","空客321(中)","南航CZ6412",NA,"93%","有餐食",1077,"8.7折","无"
2016-03-14,2015-03-14,"北京","上海","07:00","2016-03-14","09:15","首都机场","虹桥机场","南航","南航CZ9271","空客330(宽)","东航MU5138",NA,"97%","有餐食",1140,"9.2折","无"
2016-03-14,2015-03-14,"北京","上海","07:00","2016-03-14","09:15","首都机场","虹桥机场","东航","东航MU5138","空客330(宽)",NA,NA,"97%","有餐食",1180,"9.5折","无"
2016-03-14,2015-03-14,"北京","上海","07:25","2016-03-14","09:45","首都机场","虹桥机场","东航","东航MU9108","波音737(中)","上航FM9108",NA,"95%","有餐食",1125,"9.1折","无"
2016-03-14,2015-03-14,"北京","上海","07:25","2016-03-14","09:45","首都机场","虹桥机场","上航","上航FM9108","波音737(中)",NA,NA,"95%","有餐食",1180,"9.5折","无"
2016-03-14,2015-03-14,"北京","上海","07:35","2016-03-14","09:55","首都机场","浦东机场","南航","南航CZ9650","空客330(宽)","东航MU5183",NA,"90%","有餐食",1165,"9.4折","无"
2016-03-14,2015-03-14,"北京","上海","07:35","2016-03-14","09:55","首都机场","虹桥机场","海航","海航HU7607","波音737(中)",NA,NA,"93%","有餐食",1225,"全价","无"
2016-03-14,2015-03-14,"北京","上海","07:35","2016-03-14","09:55","首都机场","浦东机场","东航","东航MU5183","空客330(宽)",NA,NA,"91%","有餐食",1230,"全价","无"
2016-03-14,2015-03-14,"北京","上海","08:00","2016-03-14","10:20","南苑机场","浦东机场","联航","联航KN5977","波音737(中)",NA,NA,"96%",NA,750,"6.0折","无"
2016-03-14,2015-03-14,"北京","上海","08:00","2016-03-14","10:20","南苑机场","浦东机场","东航","东航MU3817","波音737(中)","联航KN5977",NA,"96%",NA,883,"7.1折","无"
2016-03-14,2015-03-14,"北京","上海","08:00","2016-03-14","10:15","首都机场","虹桥机场","南航","南航CZ9235","空客330(宽)","东航MU5102",NA,"90%","有餐食",1140,"9.2折","无"
2016-03-14,2015-03-14,"北京","上海","08:00","2016-03-14","10:15","首都机场","虹桥机场","东航","东航MU5102","空客330(宽)",NA,NA,"90%","有餐食",1180,"9.5折","无"
2016-03-14,2015-03-14,"北京","上海","08:45","2016-03-14","10:55","首都机场","虹桥机场","海航","海航HU7605","空客330(宽)",NA,NA,"89%","有餐食",1195,"9.6折","无"
2016-03-14,2015-03-14,"北京","上海","08:50","2016-03-14","11:05","首都机场","虹桥机场","南航","南航CZ3951","空客330(宽)",NA,NA,"88%","有餐食",1240,"全价","无"
2016-03-14,2015-03-14,"北京","上海","09:00","2016-03-14","11:15","首都机场","虹桥机场","东航","东航MU5104","空客330(宽)",NA,NA,"89%",NA,1240,"全价","无"
2016-03-14,2015-03-14,"北京","上海","09:55","2016-03-14","12:20","首都机场","虹桥机场","南航","南航CZ9239","空客330(宽)","东航MU5106",NA,"89%",NA,1130,"9.1折","无"
2016-03-14,2015-03-14,"北京","上海","09:55","2016-03-14","12:20","首都机场","虹桥机场","东航","东航MU5106","空客330(宽)",NA,NA,"89%",NA,1180,"9.5折","无"
2016-03-14,2015-03-14,"北京","上海","10:55","2016-03-14","13:15","首都机场","虹桥机场","南航","南航CZ9241","空客330(宽)","东航MU5108",NA,"90%","有餐食",1130,"9.1折","无"
2016-03-14,2015-03-14,"北京","上海","10:55","2016-03-14","13:15","首都机场","虹桥机场","东航","东航MU5108","空客330(宽)",NA,NA,"90%","有餐食",1180,"9.5折","无"
2016-03-14,2015-03-14,"北京","上海","11:30","2016-03-14","13:45","首都机场","虹桥机场","南航","南航CZ9275","空客330(宽)","东航MU5152",NA,"87%","有餐食",1130,"9.1折","无"
2016-03-14,2015-03-14,"北京","上海","11:30","2016-03-14","13:45","首都机场","虹桥机场","东航","东航MU5152","空客330(宽)",NA,NA,"85%","有餐食",1180,"9.5折","无"
2016-03-14,2015-03-14,"北京","上海","11:55","2016-03-14","14:10","首都机场","虹桥机场","南航","南航CZ9243","空客A330(宽)","东航MU5110",NA,"85%","有餐食",1130,"9.1折","无"
2016-03-14,2015-03-14,"北京","上海","11:55","2016-03-14","14:10","首都机场","虹桥机场","东航","东航MU5110","空客A330(宽)",NA,NA,"84%","有餐食",1180,"9.5折","无"
2016-03-14,2015-03-14,"北京","上海","13:00","2016-03-14","15:15","首都机场","虹桥机场","南航","南航CZ9245","空客330(宽)","东航MU5112",NA,"94%","有餐食",1140,"9.2折","无"
2016-03-14,2015-03-14,"北京","上海","13:00","2016-03-14","15:15","首都机场","虹桥机场","东航","东航MU5112","空客330(宽)",NA,NA,"94%","有餐食",1180,"9.5折","无"
2016-03-14,2015-03-14,"北京","上海","13:25","2016-03-14","15:45","首都机场","虹桥机场","南航","南航CZ9277","空客320(中)","东航MU5154",NA,"95%",NA,1140,"9.2折","无"
2016-03-14,2015-03-14,"北京","深圳","06:45","2016-03-14","10:20","南苑机场","宝安机场","联航","联航KN5851","波音737(中)",NA,NA,"98%",NA,880,"4.2折","无"
2016-03-14,2015-03-14,"北京","深圳","06:45","2016-03-14","10:20","南苑机场","宝安机场","东航","东航MU9015","波音737(中)","联航KN5851",NA,"98%",NA,1482,"7.1折","无"
2016-03-14,2015-03-14,"北京","深圳","07:15","2016-03-14","12:30","首都机场","宝安机场","深航","深航ZH9581","空客320(中)",NA,"经停","69%",NA,1362,"6.5折","无"
2016-03-14,2015-03-14,"北京","深圳","07:15","2016-03-14","12:30","首都机场","宝安机场","昆明航","昆明航KY9581","空客320(中)","深航ZH9581","经停","69%",NA,1395,"7.0折","无"
2016-03-14,2015-03-14,"北京","深圳","07:55","2016-03-14","11:10","首都机场","宝安机场","深航","深航ZH9822","空客320(中)",NA,NA,"35%","有餐食",1909,"9.2折","无"
2016-03-14,2015-03-14,"北京","深圳","07:55","2016-03-14","11:10","首都机场","宝安机场","昆明航","昆明航KY9822","空客320(中)","深航ZH9822",NA,"35%","有餐食",1950,"9.8折","无"
2016-03-14,2015-03-14,"北京","深圳","08:10","2016-03-14","11:35","首都机场","宝安机场","深航","深航ZH9889","波音737(中)",NA,NA,"49%",NA,1909,"9.2折","无"
2016-03-14,2015-03-14,"北京","深圳","08:10","2016-03-14","11:35","首都机场","宝安机场","昆明航","昆明航KY9889","波音737(中)","深航ZH9889",NA,"49%",NA,1950,"9.8折","无"
2016-03-14,2015-03-14,"北京","深圳","08:10","2016-03-14","11:30","首都机场","宝安机场","厦航","厦航MF1082","空客321(中)","南航CZ3194",NA,"87%","有餐食",1969,"全价","无"
2016-03-14,2015-03-14,"北京","深圳","08:10","2016-03-14","11:30","首都机场","宝安机场","南航","南航CZ3194","空客321(中)",NA,NA,"87%","有餐食",1980,"9.5折","无"
2016-03-14,2015-03-14,"北京","深圳","08:10","2016-03-14","11:30","首都机场","宝安机场","东航","东航MU3117","空客321(中)","南航CZ3194",NA,"87%","有餐食",1982,"9.5折","无"
2016-03-14,2015-03-14,"北京","深圳","08:10","2016-03-14","12:50","首都机场","宝安机场","南航","南航CZ3256","空客320(中)",NA,"经停","82%","有餐食",2080,NA,"无"
2016-03-14,2015-03-14,"北京","深圳","08:20","2016-03-14","11:35","首都机场","宝安机场","海航","海航HU7703","空客330(宽)",NA,NA,"84%","有餐食",1785,"8.6折","无"
2016-03-14,2015-03-14,"北京","深圳","09:00","2016-03-14","12:20","首都机场","宝安机场","厦航","厦航MF1056","空客321(中)","南航CZ3156",NA,"83%","有餐食",1969,"全价","无"
2016-03-14,2015-03-14,"北京","深圳","09:00","2016-03-14","12:20","首都机场","宝安机场","南航","南航CZ3156","空客321(中)",NA,NA,"82%","有餐食",1980,"9.5折","无"
2016-03-14,2015-03-14,"北京","深圳","09:00","2016-03-14","12:20","首都机场","宝安机场","东航","东航MU3001","空客321(中)","南航CZ3156",NA,"83%","有餐食",1982,"9.5折","无"
2016-03-14,2015-03-14,"北京","深圳","09:15","2016-03-14","12:30","首都机场","宝安机场","海航","海航HU7711","波音737(中)",NA,NA,"75%","有餐食",2065,"全价","无"
2016-03-14,2015-03-14,"北京","深圳","10:40","2016-03-14","14:05","南苑机场","宝安机场","联航","联航KN5855","其他机型",NA,NA,"77%",NA,1170,"5.6折","无"
2016-03-14,2015-03-14,"北京","深圳","11:20","2016-03-14","14:35","首都机场","宝安机场","厦航","厦航MF1080","空客330(宽)","南航CZ3192",NA,"84%","有餐食",1969,"全价","无"
2016-03-14,2015-03-14,"北京","深圳","11:20","2016-03-14","14:35","首都机场","宝安机场","南航","南航CZ3192","空客330(宽)",NA,NA,"84%","有餐食",1980,"9.5折","无"
2016-03-14,2015-03-14,"北京","深圳","11:20","2016-03-14","14:35","首都机场","宝安机场","东航","东航MU3115","空客330(宽)","南航CZ3192",NA,"84%","有餐食",1982,"9.5折","无"
2016-03-14,2015-03-14,"北京","深圳","12:00","2016-03-14","15:25","首都机场","宝安机场","海航","海航HU7709","空客330(宽)",NA,NA,"80%","有餐食",1193,"5.7折","无"
2016-03-14,2015-03-14,"北京","深圳","12:50","2016-03-14","17:15","南苑机场","宝安机场","联航","联航KN5911","其他机型",NA,"经停","34%",NA,855,"4.1折","无"
2016-03-14,2015-03-14,"北京","深圳","12:50","2016-03-14","17:15","南苑机场","宝安机场","东航","东航MU3805","其他机型","联航KN5911","经停","34%",NA,1458,"7.0折","无"
2016-03-14,2015-03-14,"北京","深圳","13:00","2016-03-14","16:20","首都机场","宝安机场","厦航","厦航MF1052","空客321(中)","南航CZ3152",NA,"90%","有餐食",1969,"全价","无"
2016-03-14,2015-03-14,"北京","深圳","13:00","2016-03-14","16:20","首都机场","宝安机场","南航","南航CZ3152","空客321(中)",NA,NA,"90%","有餐食",1980,"9.5折","无"
2016-03-14,2015-03-14,"北京","深圳","13:00","2016-03-14","16:20","首都机场","宝安机场","东航","东航MU3089","空客321(中)","南航CZ3152",NA,"90%","有餐食",1982,"9.5折","无"
2016-03-14,2015-03-14,"北京","深圳","14:05","2016-03-14","17:20","首都机场","宝安机场","深航","深航ZH9852","波音737(中)",NA,NA,"71%",NA,1903,"9.1折","无"
2016-03-14,2015-03-14,"北京","深圳","14:05","2016-03-14","17:20","首都机场","宝安机场","昆明航","昆明航KY9852","波音737(中)","深航ZH9852",NA,"72%",NA,1950,"9.8折","无"
2016-03-14,2015-03-14,"北京","深圳","15:00","2016-03-14","18:20","首都机场","宝安机场","东航","东航MU3003","空客330(宽)","南航CZ3160",NA,"90%","有餐食",1916,"9.2折","无"
2016-03-14,2015-03-14,"广州","北京","07:00","2016-03-14","10:10","白云机场","首都机场","厦航","厦航MF1017","波音787(大)","南航CZ3115",NA,"100%","有餐食",1107,"5.8折","无"
2016-03-14,2015-03-14,"广州","北京","07:00","2016-03-14","10:10","白云机场","首都机场","东航","东航MU3044","波音787(大)","南航CZ3115",NA,"100%","有餐食",1120,"5.9折","无"
2016-03-14,2015-03-14,"广州","北京","07:00","2016-03-14","10:10","白云机场","首都机场","南航","南航CZ3115","波音787(大)",NA,NA,"100%","有餐食",1150,"6.0折","无"
2016-03-14,2015-03-14,"广州","北京","08:00","2016-03-14","10:55","白云机场","首都机场","厦航","厦航MF1003","空客330(宽)","南航CZ3101",NA,"92%","有餐食",1107,"5.8折","无"
2016-03-14,2015-03-14,"广州","北京","08:00","2016-03-14","10:55","白云机场","首都机场","东航","东航MU3028","空客330(宽)","南航CZ3101",NA,"92%","有餐食",1120,"5.9折","无"
2016-03-14,2015-03-14,"广州","北京","08:00","2016-03-14","10:55","白云机场","首都机场","南航","南航CZ3101","空客330(宽)",NA,NA,"92%","有餐食",1150,"6.0折","无"
2016-03-14,2015-03-14,"广州","北京","08:00","2016-03-14","11:15","白云机场","首都机场","海航","海航HU7804","波音787(大)",NA,NA,"99%","有餐食",1185,"6.2折","无"
2016-03-14,2015-03-14,"广州","北京","09:00","2016-03-14","12:05","白云机场","首都机场","厦航","厦航MF1001","空客380(大)","南航CZ3099",NA,"96%","有餐食",1484,"7.8折","无"
2016-03-14,2015-03-14,"广州","北京","09:00","2016-03-14","12:05","白云机场","首都机场","东航","东航MU3020","空客380(大)","南航CZ3099",NA,"96%","有餐食",1484,"7.8折","无"
2016-03-14,2015-03-14,"广州","北京","09:00","2016-03-14","12:05","白云机场","首都机场","南航","南航CZ3099","空客380(大)",NA,NA,"96%","有餐食",1530,"8.0折","无"
2016-03-14,2015-03-14,"广州","北京","10:00","2016-03-14","13:05","白云机场","首都机场","厦航","厦航MF1023","空客321(中)","南航CZ3121",NA,"98%","有餐食",1484,"7.8折","无"
2016-03-14,2015-03-14,"广州","北京","10:00","2016-03-14","13:05","白云机场","首都机场","东航","东航MU3046","空客321(中)","南航CZ3121",NA,"98%","有餐食",1484,"7.8折","无"
2016-03-14,2015-03-14,"广州","北京","10:00","2016-03-14","13:05","白云机场","首都机场","南航","南航CZ3121","空客321(中)",NA,NA,"98%","有餐食",1530,"8.0折","无"
2016-03-14,2015-03-14,"广州","北京","11:00","2016-03-14","14:15","白云机场","首都机场","厦航","厦航MF1005","波音737(中)","南航CZ3103",NA,"99%","有餐食",1484,"7.8折","无"
2016-03-14,2015-03-14,"广州","北京","11:00","2016-03-14","14:15","白云机场","首都机场","东航","东航MU3030","波音737(中)","南航CZ3103",NA,"99%","有餐食",1484,"7.8折","无"
2016-03-14,2015-03-14,"广州","北京","11:00","2016-03-14","14:15","白云机场","首都机场","南航","南航CZ3103","波音737(中)",NA,NA,"99%","有餐食",1530,"8.0折","无"
2016-03-14,2015-03-14,"广州","北京","11:40","2016-03-14","14:40","白云机场","首都机场","海航","海航HU7808","空客330(宽)",NA,NA,"89%","有餐食",724,"3.8折","无"
2016-03-14,2015-03-14,"广州","北京","11:55","2016-03-14","15:05","白云机场","首都机场","东航","东航MU5182","空客330(宽)",NA,NA,"96%","有餐食",760,"4.0折","无"
2016-03-14,2015-03-14,"广州","北京","13:00","2016-03-14","16:10","白云机场","首都机场","南航","南航CZ324","空客321(中)",NA,NA,"99%","有餐食",1910,"全价","无"
2016-03-14,2015-03-14,"广州","北京","13:15","2016-03-14","16:15","白云机场","首都机场","海航","海航HU7806","空客330(宽)",NA,NA,"66%","有餐食",918,"4.8折","无"
2016-03-14,2015-03-14,"广州","北京","13:25","2016-03-14","16:35","白云机场","南苑机场","联航","联航KN5816","波音737(中)",NA,NA,"96%",NA,880,"4.6折","无"
2016-03-14,2015-03-14,"广州","北京","13:25","2016-03-14","16:35","白云机场","南苑机场","东航","东航MU3782","波音737(中)","联航KN5816",NA,"96%",NA,1034,"5.4折","无"
2016-03-14,2015-03-14,"广州","北京","14:00","2016-03-14","17:10","白云机场","首都机场","厦航","厦航MF1011","空客321(中)","南航CZ3109",NA,"92%","有餐食",1484,"7.8折","无"
2016-03-14,2015-03-14,"广州","北京","14:00","2016-03-14","17:10","白云机场","首都机场","东航","东航MU3038","空客321(中)","南航CZ3109",NA,"92%","有餐食",1484,"7.8折","无"
2016-03-14,2015-03-14,"广州","北京","14:00","2016-03-14","17:10","白云机场","首都机场","南航","南航CZ3109","空客321(中)",NA,NA,"92%","有餐食",1530,"8.0折","无"
2016-03-14,2015-03-14,"广州","北京","14:05","2016-03-14","17:15","白云机场","南苑机场","联航","联航KN5818","其他机型",NA,NA,"90%",NA,925,"4.8折","无"
2016-03-14,2015-03-14,"广州","北京","14:05","2016-03-14","17:15","白云机场","南苑机场","东航","东航MU3784","其他机型","联航KN5818",NA,"90%",NA,1034,"5.4折","无"
2016-03-14,2015-03-14,"广州","北京","15:00","2016-03-14","18:05","白云机场","首都机场","厦航","厦航MF4533","空客380(大)","南航CZ3999",NA,"94%","有餐食",1484,"7.8折","无"
2016-03-14,2015-03-14,"广州","北京","15:00","2016-03-14","18:05","白云机场","首都机场","东航","东航MU3018","空客380(大)","南航CZ3999",NA,"94%","有餐食",1484,"7.8折","无"
2016-03-14,2015-03-14,"广州","北京","15:00","2016-03-14","18:05","白云机场","首都机场","南航","南航CZ3999","空客380(大)",NA,NA,"94%","有餐食",1530,"8.0折","无"
2016-03-14,2015-03-14,"广州","上海","06:55","2016-03-14","09:10","白云机场","虹桥机场","吉祥航","吉祥航HO1288","空客320(中)",NA,NA,"98%","有餐食",1324,"9.8折","无"
2016-03-14,2015-03-14,"广州","上海","07:30","2016-03-14","09:50","白云机场","浦东机场","东航","东航MU9304","波音737(中)","上航FM9304",NA,"88%","有餐食",875,"6.5折","无"
2016-03-14,2015-03-14,"广州","上海","07:30","2016-03-14","09:50","白云机场","浦东机场","上航","上航FM9304","波音737(中)",NA,NA,"88%","有餐食",950,"7.0折","无"
2016-03-14,2015-03-14,"广州","上海","08:00","2016-03-14","10:20","白云机场","虹桥机场","东航","东航MU3324","波音777(大)","南航CZ3523",NA,"97%","有餐食",1321,"9.8折","无"
2016-03-14,2015-03-14,"广州","上海","08:00","2016-03-14","10:20","白云机场","虹桥机场","厦航","厦航MF1361","波音777(大)","南航CZ3523",NA,"97%","有餐食",1325,"9.8折","无"
2016-03-14,2015-03-14,"广州","上海","08:00","2016-03-14","10:20","白云机场","虹桥机场","南航","南航CZ3523","波音777(大)",NA,NA,"97%","有餐食",1350,"全价","无"
2016-03-14,2015-03-14,"广州","上海","08:30","2016-03-14","10:45","白云机场","虹桥机场","东航","东航MU5302","波音737(中)",NA,NA,"95%","有餐食",1070,"7.9折","无"
2016-03-14,2015-03-14,"广州","上海","08:30","2016-03-14","10:45","白云机场","虹桥机场","南航","南航CZ9354","波音737(中)","东航MU5302",NA,"94%","有餐食",1132,"8.4折","无"
2016-03-14,2015-03-14,"广州","上海","08:40","2016-03-14","10:55","白云机场","浦东机场","海航","海航HU7141","波音737(中)",NA,NA,"87%","有餐食",903,"6.7折","无"
2016-03-14,2015-03-14,"广州","上海","09:00","2016-03-14","11:20","白云机场","浦东机场","厦航","厦航MF1449","空客320(中)","南航CZ3613",NA,"89%","有餐食",1324,"9.8折","无"
2016-03-14,2015-03-14,"广州","上海","09:00","2016-03-14","11:20","白云机场","浦东机场","东航","东航MU3408","空客320(中)","南航CZ3613",NA,"89%","有餐食",1327,"9.8折","无"
2016-03-14,2015-03-14,"广州","上海","09:00","2016-03-14","11:20","白云机场","浦东机场","南航","南航CZ3613","空客320(中)",NA,NA,"85%","有餐食",1350,"全价","无"
2016-03-14,2015-03-14,"广州","上海","09:30","2016-03-14","11:50","白云机场","虹桥机场","南航","南航CZ9356","波音737(中)","东航MU5304",NA,"89%","有餐食",1260,"9.3折","无"
2016-03-14,2015-03-14,"广州","上海","09:30","2016-03-14","11:50","白云机场","虹桥机场","东航","东航MU5304","波音737(中)",NA,NA,"89%","有餐食",1340,"全价","无"
2016-03-14,2015-03-14,"广州","上海","09:55","2016-03-14","12:15","白云机场","虹桥机场","东航","东航MU9302","波音767(大)","上航FM9302",NA,"90%","有餐食",1234,"9.1折","无"
2016-03-14,2015-03-14,"广州","上海","09:55","2016-03-14","12:15","白云机场","虹桥机场","上航","上航FM9302","波音767(大)",NA,NA,"90%","有餐食",1340,"全价","无"
2016-03-14,2015-03-14,"广州","上海","10:00","2016-03-14","12:20","白云机场","虹桥机场","厦航","厦航MF1369","空客330(宽)","南航CZ3531",NA,"89%","有餐食",1301,"9.6折","无"
2016-03-14,2015-03-14,"广州","上海","10:00","2016-03-14","12:20","白云机场","虹桥机场","东航","东航MU3332","空客330(宽)","南航CZ3531",NA,"89%","有餐食",1321,"9.8折","无"
2016-03-14,2015-03-14,"广州","上海","10:00","2016-03-14","12:20","白云机场","虹桥机场","南航","南航CZ3531","空客330(宽)",NA,NA,"89%","有餐食",1350,"全价","无"
2016-03-14,2015-03-14,"广州","上海","10:30","2016-03-14","12:45","白云机场","虹桥机场","南航","南航CZ9358","空客321(中)","东航MU5306",NA,"72%",NA,1260,"9.3折","无"
2016-03-14,2015-03-14,"广州","上海","10:30","2016-03-14","12:45","白云机场","虹桥机场","东航","东航MU5306","空客321(中)",NA,NA,"72%",NA,1340,"全价","无"
2016-03-14,2015-03-14,"广州","上海","10:55","2016-03-14","13:20","白云机场","虹桥机场","春秋","春秋9C8836","空客320(中)",NA,NA,"88%",NA,1350,"全价","无"
2016-03-14,2015-03-14,"广州","上海","11:00","2016-03-14","13:20","白云机场","虹桥机场","东航","东航MU3336","空客330(宽)","南航CZ3537",NA,"88%","有餐食",1321,"9.8折","无"
2016-03-14,2015-03-14,"广州","上海","11:00","2016-03-14","13:20","白云机场","虹桥机场","厦航","厦航MF1373","空客330(宽)","南航CZ3537",NA,"88%","有餐食",1325,"9.8折","无"
2016-03-14,2015-03-14,"广州","上海","11:00","2016-03-14","13:20","白云机场","虹桥机场","南航","南航CZ3537","空客330(宽)",NA,NA,"88%","有餐食",1350,"全价","无"
2016-03-14,2015-03-14,"广州","上海","11:30","2016-03-14","13:50","白云机场","虹桥机场","东航","东航MU9306","波音737(中)","上航FM9306",NA,"89%","有餐食",1244,"9.2折","无"
2016-03-14,2015-03-14,"广州","上海","11:30","2016-03-14","13:50","白云机场","虹桥机场","上航","上航FM9306","波音737(中)",NA,NA,"89%","有餐食",1340,"全价","无"
2016-03-14,2015-03-14,"广州","上海","12:00","2016-03-14","14:20","白云机场","虹桥机场","东航","东航MU3148","空客330(宽)","南航CZ3235",NA,"79%","有餐食",1321,"9.8折","无"
